taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order	host_major_clade	host_middle_clade	host_minor_clade
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5130	Urile_pelagicus_5130	Urile_pelagicus_5130	Avihepadnavirus	NFMD01000110.1	92.708	147	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5131	Urile_pelagicus_5131	Urile_pelagicus_5131	Avihepadnavirus	NFMD01001186.1	90.426	124	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5133	Urile_pelagicus_5133	Urile_pelagicus_5133	Avihepadnavirus	NFMD01000311.1	89.333	110	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5134	Urile_pelagicus_5134	Urile_pelagicus_5134	Avihepadnavirus	NFMD01000247.1	91.489	149	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5135	Urile_pelagicus_5135	Urile_pelagicus_5135	Avihepadnavirus	NFMD01000586.1	89.583	157	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5136	Urile_pelagicus_5136	Urile_pelagicus_5136	Avihepadnavirus	NFMD01000252.1	92.857	135	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5143	Urile_pelagicus_5143	Urile_pelagicus_5143	Avihepadnavirus	NFMD01000532.1	85.366	137	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5147	Urile_pelagicus_5147	Urile_pelagicus_5147	Avihepadnavirus	NFMD01000070.1	87.5	140	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5149	Urile_pelagicus_5149	Urile_pelagicus_5149	Avihepadnavirus	NFMD01000441.1	85.714	145	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5150	Urile_pelagicus_5150	Urile_pelagicus_5150	Avihepadnavirus	NFMD01000909.1	85.263	164	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5152	Urile_pelagicus_5152	Urile_pelagicus_5152	Avihepadnavirus	NFMD01000580.1	84.507	122	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5155	Urile_pelagicus_5155	Urile_pelagicus_5155	Avihepadnavirus	NFMD01000293.1	88.542	137	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5160	Urile_pelagicus_5160	Urile_pelagicus_5160	Avihepadnavirus	NFMD01000090.1	89.796	145	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5536	Urile_pelagicus_5536	Urile_pelagicus_5536	Avihepadnavirus	NFMD01001424.1	89.362	172	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5537	Urile_pelagicus_5537	Urile_pelagicus_5537	Avihepadnavirus	NFMD01000183.1	86.458	154	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5538	Urile_pelagicus_5538	Urile_pelagicus_5538	Avihepadnavirus	NFMD01001098.1	87.5	161	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5539	Urile_pelagicus_5539	Urile_pelagicus_5539	Avihepadnavirus	NFMD01000172.1	82.292	151	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5540	Urile_pelagicus_5540	Urile_pelagicus_5540	Avihepadnavirus	NFMD01000432.1	88.542	172	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5541	Urile_pelagicus_5541	Urile_pelagicus_5541	Avihepadnavirus	NFMD01000355.1	88.542	175	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5542	Urile_pelagicus_5542	Urile_pelagicus_5542	Avihepadnavirus	NFMD01000025.1	90.526	148	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5543	Urile_pelagicus_5543	Urile_pelagicus_5543	Avihepadnavirus	NFMD01000567.1	89.583	170	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5544	Urile_pelagicus_5544	Urile_pelagicus_5544	Avihepadnavirus	NFMD01001207.1	91.579	147	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5545	Urile_pelagicus_5545	Urile_pelagicus_5545	Avihepadnavirus	NFMD01000630.1	89.583	175	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5546	Urile_pelagicus_5546	Urile_pelagicus_5546	Avihepadnavirus	NFMD01000293.1	89.474	150	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5547	Urile_pelagicus_5547	Urile_pelagicus_5547	Avihepadnavirus	NFMD01000180.1	91.667	177	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5548	Urile_pelagicus_5548	Urile_pelagicus_5548	Avihepadnavirus	NFMD01000311.1	94.792	151	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5549	Urile_pelagicus_5549	Urile_pelagicus_5549	Avihepadnavirus	NFMD01000097.1	87.5	167	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5550	Urile_pelagicus_5550	Urile_pelagicus_5550	Avihepadnavirus	NFMD01000311.1	90.526	140	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5552	Urile_pelagicus_5552	Urile_pelagicus_5552	Avihepadnavirus	NFMD01000580.1	84.375	164	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5553	Urile_pelagicus_5553	Urile_pelagicus_5553	Avihepadnavirus	NFMD01000564.1	94.792	155	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5554	Urile_pelagicus_5554	Urile_pelagicus_5554	Avihepadnavirus	NFMD01000804.1	90.426	174	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5555	Urile_pelagicus_5555	Urile_pelagicus_5555	Avihepadnavirus	NFMD01000630.1	89.583	175	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5556	Urile_pelagicus_5556	Urile_pelagicus_5556	Avihepadnavirus	NFMD01000212.1	88.542	176	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5557	Urile_pelagicus_5557	Urile_pelagicus_5557	Avihepadnavirus	NFMD01000066.1	89.474	149	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5558	Urile_pelagicus_5558	Urile_pelagicus_5558	Avihepadnavirus	NFMD01000392.1	92.632	131	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5559	Urile_pelagicus_5559	Urile_pelagicus_5559	Avihepadnavirus	NFMD01000580.1	87.5	168	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_5560	Urile_pelagicus_5560	Urile_pelagicus_5560	Avihepadnavirus	NFMD01000180.1	90.625	176	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_633	Urile_pelagicus_633	Urile_pelagicus_633	Avihepadnavirus	NFMD01000983.1	82.432	84	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_661	Urile_pelagicus_661	Urile_pelagicus_661	Avihepadnavirus	NFMD01000983.1	82.432	84	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
