sequenceID	record_ID	organism	assigned_name	locus_name	virus_genus	locus_numeric_id	sequence_length	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	host_species	host_class	host_superorder	host_order	host_family	host_genus
Columba_livia_2190	2190	Columba_livia	ehbv-avi.53-picoides	avi.53-picoides	Avihepadnavirus	NK	294	polyprotein	low_coverage	bgi_2011-10-28	Columba_livia.scaf.fa	ORF	scaffold27	2212288	2212581	294	+	79	43.269	2	21	10	112	1	294	104	2	52	Columba livia	Aves	Neognathae	Columbiformes	Columbidae	Columba
Corapipo_altera_27355	27355	Corapipo_altera	ehbv-avi.54-apodiformes	avi.54-apodiformes	Avihepadnavirus	NK	518	polyprotein	low_coverage	ASM394572v1	GCF_003945725.1_ASM394572v1_genomic.fna	ORF	NW_020884874.1	22310928	22311445	518	-	153	83.158	6	68	1	95	1	285	95	0	16	Corapipo altera	Aves	Neognathae	Passeriformes	Pipridae	Corapipo
Cuculus_canorus_1289	1289	Cuculus_canorus	ehbv-avi.44-antrostomus	avi.44-antrostomus	Avihepadnavirus	NK	240	polyprotein	low_coverage	bgi_2011-10-28	Cuculus_canorus.scaf.noBacterial.fa	ORF	scaffold803	536936	537175	240	+	65	51.25	3	17	82	161	1	240	80	0	39	Cuculus canorus	Aves	Neognathae	Cuculiformes	Cuculidae	Cuculus
Diphyllodes_magnificus_27555	27555	Diphyllodes_magnificus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	435	polyprotein	low_coverage	GCA_003713285.1	GCA_003713285.1_DipMag_1.0_genomic.fna	ORF	RAHO01000055.1	2491830	2492264	435	+	233	78.472	9	75	741	884	1	432	144	0	31	Diphyllodes magnificus	Aves	Neognathae	Passeriformes	Paradisaeidae	Diphyllodes
Empidonax_traillii_794	794	Empidonax_traillii	ehbv-avi.44-antrostomus	avi.44-antrostomus	Avihepadnavirus	NK	219	polyprotein	low_coverage	GCA_003031625	GCA_003031625.1_ASM303162v1_genomic.fna	ORF	PWAB01000151.1	124933	125151	219	-	63	60.87	2	16	31	76	79	216	46	0	18	Empidonax traillii	Aves	Neognathae	Passeriformes	Tyrannidae	Empidonax
Emydocephalus_ijimae_27226	27226	Emydocephalus_ijimae	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	318	polyprotein	low_coverage	1	GCA_004319985.1_emyIji_1.0_genomic.fna	ORF	BHEV01010334.1	5056	5373	318	+	90	53.846	5	25	690	767	70	303	78	0	36	Emydocephalus ijimae	Unclassified	Lepidosauria	Squamata	Hydrophiidae	Emydocephalus
Erythrura_gouldiae_2525	2525	Erythrura_gouldiae	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	237	polyprotein	low_coverage	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	ORF	QUSF01000045.1	231528	231764	237	+	97	56.962	6	28	90	168	1	237	79	0	34	Erythrura gouldiae	Aves	Neognathae	Passeriformes	Estrildidae	Erythrura
Erythrura_gouldiae_27365	27365	Erythrura_gouldiae	ehbv-avi.28-alauda	avi.28-alauda	Avihepadnavirus	NK	423	polyprotein	low_coverage	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	ORF	QUSF01000081.1	1254483	1254905	423	+	150	68.571	10	46	328	432	73	387	105	0	33	Erythrura gouldiae	Aves	Neognathae	Passeriformes	Estrildidae	Erythrura
Erythrura_gouldiae_27560	27560	Erythrura_gouldiae	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	1800	polyprotein	low_coverage	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	ORF	QUSF01000039.1	2775858	2777657	1800	+	440	54.458	1	145	570	983	559	1800	415	2	187	Erythrura gouldiae	Aves	Neognathae	Passeriformes	Estrildidae	Erythrura
Erythrura_gouldiae_27561	27561	Erythrura_gouldiae	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	669	polyprotein	low_coverage	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	ORF	QUSF01000097.1	1088206	1088874	669	-	233	56.481	2	73	419	633	22	615	216	4	75	Erythrura gouldiae	Aves	Neognathae	Passeriformes	Estrildidae	Erythrura
Eupsittula_pertinax_27687	27687	Eupsittula_pertinax	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	NK	102	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01007556.1	56321600	56321701	102	-	61	73.529	7	16	302	335	1	102	34	0	9	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28105	28105	Eupsittula_pertinax	ehbv-avi.15-gavia	avi.15-gavia	Avihepadnavirus	NK	207	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01006394.1	8762	8968	207	-	68	52.542	6	18	431	489	1	177	59	0	28	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28528	28528	Eupsittula_pertinax	ehbv-avi.45	avi.45	Avihepadnavirus	NK	249	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01000756.1	50811895	50812143	249	-	172	97.59	2	60	1	83	1	249	83	0	2	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28532	28532	Eupsittula_pertinax	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	482	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01006218.1	9840	10321	482	+	120	62.5	2	36	607	709	150	443	104	2	32	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28584	28584	Eupsittula_pertinax	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	129	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01007556.1	303581533	303581661	129	-	60	60.465	2	15	906	948	1	129	43	0	17	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28588	28588	Eupsittula_pertinax	ehbv-avi.20-cariama	avi.20-cariama	Avihepadnavirus	NK	432	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01007556.1	62021783	62022214	432	+	93	38.816	3	25	199	339	1	432	152	3	74	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28637	28637	Eupsittula_pertinax	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	165	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01000831.1	45436	45600	165	+	75	65.385	1	20	98	149	1	156	52	0	18	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28639	28639	Eupsittula_pertinax	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	183	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01007556.1	121093678	121093860	183	-	102	81.356	1	31	147	205	1	177	59	0	11	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28643	28643	Eupsittula_pertinax	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	336	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01005832.1	22053	22388	336	+	156	69.307	3	48	510	610	31	333	101	0	31	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28650	28650	Eupsittula_pertinax	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	168	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01000756.1	81453509	81453676	168	+	80	65.455	3	22	96	150	1	165	55	0	19	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28653	28653	Eupsittula_pertinax	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	345	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01007556.1	175528906	175529250	345	+	143	64.486	2	43	461	567	1	321	107	0	38	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Eupsittula_pertinax_28656	28656	Eupsittula_pertinax	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	222	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01007556.1	320365147	320365368	222	-	117	75.676	3	37	138	211	1	222	74	0	18	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Falco_cherrug_5269	5269	Falco_cherrug	ehbv-avi.14-gavia	avi.14-gavia	Avihepadnavirus	NK	303	polyprotein	low_coverage	F_cherrug_v1.0	345164_ref_F_cherrug_v1.0_chrUn.fa	ORF	gi|537456297|ref|NW_004995002.1|	247839	248141	303	-	121	70.27	4	36	579	652	82	303	74	0	22	Falco cherrug	Aves	Neognathae	Falconiformes	Falconidae	Falco
Falco_peregrinus_5272	5272	Falco_peregrinus	ehbv-avi.14-gavia	avi.14-gavia	Avihepadnavirus	NK	303	polyprotein	low_coverage	bgi_2011-10-28	Falco_peregrinus.scaf.fa	ORF	scaffold443_1	278542	278844	303	+	121	70.27	4	36	579	652	82	303	74	0	22	Falco peregrinus	Aves	Neognathae	Falconiformes	Falconidae	Falco
Fulmarus_glacialis_27574	27574	Fulmarus_glacialis	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	408	polyprotein	low_coverage	bgi_2011-10-28	Fulmarus_glacialis.scaf.noBacterial.fa	ORF	scaffold36944	89662	90069	408	+	258	91.971	4	84	741	877	1	408	137	1	10	Fulmarus glacialis	Aves	Neognathae	Procellariiformes	Procellariidae	Fulmarus
Gallirallus_okinawae_27374	27374	Gallirallus_okinawae	ehbv-avi.20-cariama	avi.20-cariama	Avihepadnavirus	NK	1736	polyprotein	low_coverage	Gallirallus_okinawae_ver1.0	GCA_002003005.1_Gallirallus_okinawae_ver1.0_genomic.fna	ORF	BDFH01176670.1	741	2476	1736	+	197	46.61	2	56	206	441	1038	1736	236	1	123	Gallirallus okinawae	Aves	Neognathae	Gruiformes	Rallidae	Gallirallus
Gallirallus_okinawae_5279	5279	Gallirallus_okinawae	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	234	polyprotein	low_coverage	Gallirallus_okinawae_ver1.0	GCA_002003005.1_Gallirallus_okinawae_ver1.0_genomic.fna	ORF	BDFH01213672.1	1319	1552	234	-	89	57.143	3	25	538	607	16	216	70	1	27	Gallirallus okinawae	Aves	Neognathae	Gruiformes	Rallidae	Gallirallus
Gallirallus_okinawae_5280	5280	Gallirallus_okinawae	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	303	polyprotein	low_coverage	Gallirallus_okinawae_ver1.0	GCA_002003005.1_Gallirallus_okinawae_ver1.0_genomic.fna	ORF	BDFH01105682.1	1476	1778	303	-	156	78	2	48	890	989	4	303	100	0	22	Gallirallus okinawae	Aves	Neognathae	Gruiformes	Rallidae	Gallirallus
Gallirallus_okinawae_810	810	Gallirallus_okinawae	ehbv-avi.15-gavia	avi.15-gavia	Avihepadnavirus	NK	102	polyprotein	low_coverage	Gallirallus_okinawae_ver1.0	GCA_002003005.1_Gallirallus_okinawae_ver1.0_genomic.fna	ORF	BDFH01357851.1	17	118	102	+	64	79.412	3	17	520	553	1	102	34	0	7	Gallirallus okinawae	Aves	Neognathae	Gruiformes	Rallidae	Gallirallus
Geospiza_fortis_2225	2225	Geospiza_fortis	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	NK	225	polyprotein	low_coverage	goldenpath_geoFor1	geoFor1.fa_3.fa	ORF	JH760437	80	304	225	+	78	69.333	2	21	10	80	1	225	75	2	19	Geospiza fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza
Geospiza_fortis_2549	2549	Geospiza_fortis	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	270	polyprotein	low_coverage	goldenpath_geoFor1	geoFor1.fa_2.fa	ORF	JH740100	339671	339940	270	-	81	42.045	9	22	81	168	13	270	88	1	49	Geospiza fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza
Geospiza_fortis_27382	27382	Geospiza_fortis	ehbv-avi.28-alauda	avi.28-alauda	Avihepadnavirus	NK	438	polyprotein	low_coverage	goldenpath_geoFor1	geoFor1.fa_2.fa	ORF	JH740170	171624	172061	438	+	174	64.394	6	54	302	432	28	423	132	1	46	Geospiza fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza
Grus_monacha_27271	27271	Grus_monacha	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	561	polyprotein	low_coverage	Gmonacha_1.0	GCA_012487855.1_Gmonacha_1.0_genomic.fna	ORF	BJET01006940.1	17435	17995	561	-	165	60.63	6	50	299	425	112	492	127	0	50	Grus monacha	Aves	Neognathae	Gruiformes	Gruidae	Grus
Guaruba_guarouba_27710	27710	Guaruba_guarouba	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	NK	102	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010001671.1	11440	11541	102	+	61	73.529	7	16	302	335	1	102	34	0	9	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Guaruba_guarouba_28125	28125	Guaruba_guarouba	ehbv-avi.15-gavia	avi.15-gavia	Avihepadnavirus	NK	207	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010006378.1	298800220	298800426	207	+	68	52.542	6	18	431	489	1	177	59	0	28	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Guaruba_guarouba_28543	28543	Guaruba_guarouba	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	482	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010005230.1	17550	18031	482	-	120	61.538	1	36	607	709	150	443	104	2	33	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Guaruba_guarouba_28604	28604	Guaruba_guarouba	ehbv-avi.20-cariama	avi.20-cariama	Avihepadnavirus	NK	432	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010012118.1	6629	7060	432	+	96	37.838	3	26	199	339	1	432	148	3	81	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Guaruba_guarouba_28659	28659	Guaruba_guarouba	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	165	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010006378.1	274005013	274005177	165	+	72	63.462	2	19	98	149	1	156	52	0	19	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Guaruba_guarouba_28660	28660	Guaruba_guarouba	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	183	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010006378.1	269612013	269612195	183	-	100	79.661	10	31	147	205	1	177	59	0	12	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Guaruba_guarouba_28664	28664	Guaruba_guarouba	ehbv-avi.9-melopsittacus	avi.9-melopsittacus	Avihepadnavirus	NK	345	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010001778.1	27197	27541	345	-	143	63.551	1	43	475	581	1	321	107	0	39	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Guaruba_guarouba_28667	28667	Guaruba_guarouba	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	168	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010000638.1	73992222	73992389	168	+	80	65.455	3	22	96	150	1	165	55	0	19	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Guaruba_guarouba_28682	28682	Guaruba_guarouba	ehbv-avi.15-gavia	avi.15-gavia	Avihepadnavirus	NK	321	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010037314.1	1888	2208	321	+	117	69.136	2	34	71	151	79	321	81	0	25	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Hemignathus_virens_5299	5299	Hemignathus_virens	ehbv-avi.28-alauda	avi.28-alauda	Avihepadnavirus	NK	366	polyprotein	low_coverage	ASM328649v1	GCA_003286495.1_ASM328649v1_genomic.fna	ORF	LTAT01000015.1	3013432	3013797	366	+	115	59.783	2	33	341	432	1	276	92	0	37	Hemignathus virens	Aves	Neognathae	Passeriformes	Fringillidae	Hemignathus
Hydrophis_cyanocinctus_23189	23189	Hydrophis_cyanocinctus	ehbv-avi.10-melopsittacus	avi.10-melopsittacus	Avihepadnavirus	NK	357	polyprotein	low_coverage	ASM402372v1	GCA_004023725.1_ASM402372v1_genomic.fna	ORF	RSAE01281830.1	93	449	357	-	91	41.176	6	25	881	997	1	357	119	2	68	Hydrophis cyanocinctus	Unclassified	Lepidosauria	Squamata	Hydrophiidae	Hydrophis
Hydrophis_cyanocinctus_27131	27131	Hydrophis_cyanocinctus	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	357	polyprotein	low_coverage	ASM402372v1	GCA_004023725.1_ASM402372v1_genomic.fna	ORF	RSAE01250249.1	12480	12836	357	+	90	39.2	7	25	339	455	4	357	125	2	61	Hydrophis cyanocinctus	Unclassified	Lepidosauria	Squamata	Hydrophiidae	Hydrophis
Hydrophis_melanocephalus_27133	27133	Hydrophis_melanocephalus	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	357	polyprotein	low_coverage	1	GCA_004320005.1_hydMel_1.0_genomic.fna	ORF	BHFS01019939.1	55	411	357	-	90	39.2	7	25	339	455	4	357	125	2	61	Hydrophis melanocephalus	Unclassified	Lepidosauria	Squamata	Hydrophiidae	Hydrophis
Junco_hyemalis_3134	3134	Junco_hyemalis	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	264	polyprotein	low_coverage	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	ORF	QZWM01003579.1	179	442	264	-	87	53.409	4	24	517	600	1	264	88	2	37	Junco hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco
Junco_hyemalis_4413	4413	Junco_hyemalis	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	213	polyprotein	low_coverage	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	ORF	QZWM01000957.1	3658367	3658579	213	+	85	50.704	9	24	98	168	1	213	71	0	35	Junco hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco
Lonchura_striata_domestica_2580	2580	Lonchura_striata_domestica	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	237	polyprotein	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018655127.1	2248635	2248871	237	-	91	51.899	10	26	90	168	1	237	79	0	38	Lonchura striata domestica	Aves	Neognathae	Passeriformes	Estrildidae	Lonchura
Lonchura_striata_domestica_27607	27607	Lonchura_striata_domestica	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	1852	polyprotein	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018656315.1	297626	299477	1852	+	419	56.72	1	137	636	1007	659	1756	372	2	155	Lonchura striata domestica	Aves	Neognathae	Passeriformes	Estrildidae	Lonchura
Lonchura_striata_domestica_27609	27609	Lonchura_striata_domestica	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	575	polyprotein	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018654989.1	2059	2633	575	+	97	60	3	39	608	682	34	258	75	0	30	Lonchura striata domestica	Aves	Neognathae	Passeriformes	Estrildidae	Lonchura
Lonchura_striata_domestica_27610	27610	Lonchura_striata_domestica	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	575	polyprotein	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018657257.1	225092	225666	575	+	97	60	3	39	608	682	34	258	75	0	30	Lonchura striata domestica	Aves	Neognathae	Passeriformes	Estrildidae	Lonchura
Melopsittacus_undulatus_2254	2254	Melopsittacus_undulatus	ehbv-avi.26-psittaciformes	avi.26-psittaciformes	Avihepadnavirus	NK	213	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_1.fa	ORF	JH556562	5453277	5453489	213	-	126	83.099	1	40	1	70	1	213	71	1	11	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_230	230	Melopsittacus_undulatus	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	180	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	ORF	JH556604	11028486	11028665	180	-	96	80	7	29	139	198	1	180	60	0	12	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_27402	27402	Melopsittacus_undulatus	ehbv-avi.10-melopsittacus	avi.10-melopsittacus	Avihepadnavirus	NK	303	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_1.fa	ORF	JH556585	4211299	4211601	303	+	105	64.935	1	30	310	386	73	303	77	0	27	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_27403	27403	Melopsittacus_undulatus	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	219	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_1.fa	ORF	JH556491	5117715	5117933	219	-	113	76.712	2	35	139	211	1	219	73	0	17	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_27404	27404	Melopsittacus_undulatus	ehbv-avi.10-melopsittacus	avi.10-melopsittacus	Avihepadnavirus	NK	282	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_1.fa	ORF	JH556469	94818	95099	282	+	128	83.333	1	38	368	439	1	216	72	0	12	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_27612	27612	Melopsittacus_undulatus	ehbv-avi.9-melopsittacus	avi.9-melopsittacus	Avihepadnavirus	NK	641	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	ORF	JH556590	1644901	1645541	641	-	264	83.221	5	85	543	691	162	608	149	0	25	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_27613	27613	Melopsittacus_undulatus	ehbv-avi.12-anatidae-con	avi.12-anatidae	Avihepadnavirus	NK	390	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	ORF	JH556617	9567932	9568321	390	-	107	67.532	10	31	630	706	145	375	77	0	25	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_4436	4436	Melopsittacus_undulatus	ehbv-avi.10-melopsittacus	avi.10-melopsittacus	Avihepadnavirus	NK	114	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_1.fa	ORF	JH556491	5716056	5716169	114	-	77	83.333	2	21	310	345	1	108	36	0	6	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_4441	4441	Melopsittacus_undulatus	ehbv-avi.10-melopsittacus	avi.10-melopsittacus	Avihepadnavirus	NK	132	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	ORF	JH556601	13957034	13957165	132	+	76	82.927	5	21	592	632	9	131	41	0	7	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_4452	4452	Melopsittacus_undulatus	ehbv-avi.10-melopsittacus	avi.10-melopsittacus	Avihepadnavirus	NK	301	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	ORF	JH556617	619359	619659	301	+	101	92	3	40	38	87	1	150	50	0	4	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_4939	4939	Melopsittacus_undulatus	ehbv-avi.9-melopsittacus	avi.9-melopsittacus	Avihepadnavirus	NK	186	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_1.fa	ORF	JH549494	284	469	186	+	93	85.185	1	26	26	76	25	186	54	1	5	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_4944	4944	Melopsittacus_undulatus	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	183	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	ORF	JH556611	603214	603396	183	-	92	74.576	1	27	147	205	1	177	59	0	15	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_4945	4945	Melopsittacus_undulatus	ehbv-avi.26-psittaciformes	avi.26-psittaciformes	Avihepadnavirus	NK	225	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	ORF	JH556606	3246724	3246948	225	-	102	79.032	2	31	5	66	1	186	62	0	13	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Melopsittacus_undulatus_5330	5330	Melopsittacus_undulatus	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	174	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	ORF	JH556605	1037398	1037571	174	-	95	81.132	1	27	87	139	13	171	53	0	10	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Merops_nubicus_27619	27619	Merops_nubicus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	832	polyprotein	low_coverage	bgi_2011-10-28	Merops_nubicus.scaf.noBacterial.fa	ORF	scaffold5729	63125	63956	832	+	102	55.67	8	27	584	680	548	832	97	1	41	Merops nubicus	Aves	Neognathae	Coraciiformes	Meropidae	Merops
